Node_ID,Node_Name,Arbol_1,Arbol_2,Arbol_3,Arbol_4,Arbol_5,Arbol_6,Arbol_7,Arbol_8
52850,Lotame Demographic Hierarchy^Home Ownership^Length of Residence^Length of Residence Less than 3 Years,Lotame Demographic Hierarchy,Home Ownership,Length of Residence,Length of Residence Less than 3 Years,,,,
6718264,Lotame Demographic Hierarchy^Expecting Mothers^Inferred,Lotame Demographic Hierarchy,Expecting Mothers,Inferred,,,,,
51984,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,,,
51992,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Pontiac,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Pontiac,,,
1111690,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW X6,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW X6,,
1117838,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy C Class,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy C Class,,
51985,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chrysler,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chrysler,,,
52018,Lotame Category Hierarchy^Automobiles^Automobile Types^Coupes,Lotame Category Hierarchy,Automobiles,Automobile Types,Coupes,,,,
52010,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Suzuki,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Suzuki,,,
51997,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Honda,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Honda,,,
53013,Lotame Demographic Hierarchy^Employment^Currently Employed^Industry (Currently Employed)^Construction (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Industry (Currently Employed),Construction (Currently Employed),,,
51994,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Acura,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Acura,,,
1111700,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Honda^Honda Ridgeline,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Honda,Honda Ridgeline,,
1111739,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Lexus^Lexus LX,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Lexus,Lexus LX,,
51982,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Buick,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Buick,,,
1111687,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW M-SeriesÃ‚Â,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW M-SeriesÃ‚Â,,
1111688,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW X3,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW X3,,
1111790,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota FJ Cruiser,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota FJ Cruiser,,
52002,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,,,
1111748,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda5,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda5,,
1111725,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia^Kia Forte,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,Kia Forte,,
51990,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Lincoln,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Lincoln,,,
52012,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volkswagen,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volkswagen,,,
53238,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Lexus,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Lexus,,,
1111628,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge^Dodge Challenger,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,Dodge Challenger,,
52009,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Subaru,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Subaru,,,
1117822,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Pontiac^Pontiac Sunfire,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Pontiac,Pontiac Sunfire,,
1111603,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Camaro,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Camaro,,
1111629,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge^Dodge Charger,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,Dodge Charger,,
1111660,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Jeep^Jeep Compass,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Jeep,Jeep Compass,,
1111663,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Jeep^Jeep Patriot,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Jeep,Jeep Patriot,,
52006,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mitsubishi,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mitsubishi,,,
1111774,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Nissan^Nissan Versa,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Nissan,Nissan Versa,,
51981,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,,,,
51989,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Jeep,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Jeep,,,
1111662,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Jeep^Jeep Liberty,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Jeep,Jeep Liberty,,
1111773,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Nissan^Nissan Titan,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Nissan,Nissan Titan,,
786101,Lotame Demographic Hierarchy^Languages Spoken^Japanese,Lotame Demographic Hierarchy,Languages Spoken,Japanese,,,,,
1111743,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda Miata,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda Miata,,
1111607,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Express,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Express,,
1111667,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Lincoln^Lincoln Navigator,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Lincoln,Lincoln Navigator,,
1111678,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Audi^Audi A6,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Audi,Audi A6,,
1111599,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Cadillac^Cadillac Escalade,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Cadillac,Cadillac Escalade,,
51698,Lotame Demographic Hierarchy^Languages Spoken^French,Lotame Demographic Hierarchy,Languages Spoken,French,,,,,
1112340,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Scion^Scion tC,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Scion,Scion tC,,
1111594,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Buick^Buick Lucerne,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Buick,Buick Lucerne,,
1111643,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Ford^Ford Flex,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Ford,Ford Flex,,
1111636,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge^Dodge Ram,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,Dodge Ram,,
1117833,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Cadillac^Cadillac Deville,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Cadillac,Cadillac Deville,,
53028,Lotame Demographic Hierarchy^Employment^Currently Employed^Industry (Currently Employed)^Pharmaceuticals (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Industry (Currently Employed),Pharmaceuticals (Currently Employed),,,
51991,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Mercury,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Mercury,,,
1111835,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Land Cruiser,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Land Cruiser,,
1111735,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Lexus^Lexus GX,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Lexus,Lexus GX,,
1111754,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mercedes Benz^Mercedes-Benz M-Class,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mercedes Benz,Mercedes-Benz M-Class,,
1111681,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Audi^Audi Q7,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Audi,Audi Q7,,
786082,Lotame Demographic Hierarchy^Languages Spoken^Hebrew,Lotame Demographic Hierarchy,Languages Spoken,Hebrew,,,,,
1111808,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo^Volvo S40,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,Volvo S40,,
1111809,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo^Volvo S60,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,Volvo S60,,
1117813,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Lincoln^Lincoln Town Car,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Lincoln,Lincoln Town Car,,
1111685,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW 5-Series,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW 5-Series,,
53251,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Saturn,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Saturn,,,
52008,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Saab,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Saab,,,
1111634,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge^Dodge Journey,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,Dodge Journey,,
1117081,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge^Dodge Neon,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,Dodge Neon,,
1111610,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Malibu,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Malibu,,
1111661,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Jeep^Jeep Grand Cherokee,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Jeep,Jeep Grand Cherokee,,
1111604,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Colorado,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Colorado,,
786111,Lotame Demographic Hierarchy^Languages Spoken^Polish,Lotame Demographic Hierarchy,Languages Spoken,Polish,,,,,
1111811,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo^Volvo XC70,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,Volvo XC70,,
1111812,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo^Volvo XC90,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,Volvo XC90,,
1111810,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo^Volvo XC60,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,Volvo XC60,,
1111734,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Lexus^Lexus GS,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Lexus,Lexus GS,,
1111697,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Honda^Honda Fit,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Honda,Honda Fit,,
1111763,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Nissan^Nissan Armada,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Nissan,Nissan Armada,,
1111728,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia^Kia Sedona,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,Kia Sedona,,
1111593,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Buick^Buick LaCrosse,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Buick,Buick LaCrosse,,
1111689,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW X5,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW X5,,
1111649,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Ford^Ford Mustang,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Ford,Ford Mustang,,
1117054,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chrysler^Chrysler Pacifica,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chrysler,Chrysler Pacifica,,
1111729,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia^Kia Sorento,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,Kia Sorento,,
1117840,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy S10,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy S10,,
1117821,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Pontiac^Pontiac Bonneville,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Pontiac,Pontiac Bonneville,,
1111758,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mitsubishi^Mitsubishi Endeavor,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mitsubishi,Mitsubishi Endeavor,,
1117815,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Mercury^Mercury Moutaineer,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Mercury,Mercury Moutaineer,,
1111803,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volkswagen^VW Beetle,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volkswagen,VW Beetle,,
1111742,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda CX-9Ã‚Â,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda CX-9Ã‚Â,,
1111744,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda Tribute,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda Tribute,,
1111793,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Prius,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Prius,,
1111749,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda6,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda6,,
1111726,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia^Kia Optima,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,Kia Optima,,
1111655,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^GMC^GMC Canyon,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,GMC,GMC Canyon,,
1117818,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Pontiac^Pontiac G Series,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Pontiac,Pontiac G Series,,
1111637,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Ford^Ford Edge,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Ford,Ford Edge,,
1117841,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Cobalt,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Cobalt,,
1112343,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Scion^Scion xB,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Scion,Scion xB,,
1111622,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Traverse,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Traverse,,
1111713,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Infiniti^Infiniti QX,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Infiniti,Infiniti QX,,
1111760,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mitsubishi^Mitsubishi Lancer,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mitsubishi,Mitsubishi Lancer,,
1117832,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Saturn^Saturn Ion,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Saturn,Saturn Ion,,
1111702,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Hyundai^Hyundai Elantra,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Hyundai,Hyundai Elantra,,
1111592,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Buick^Buick Enclave,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Buick,Buick Enclave,,
1111600,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Cadillac^Cadillac SRX,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Cadillac,Cadillac SRX,,
1111778,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Subaru^Subaru Impreza,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Subaru,Subaru Impreza,,
1111625,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chrysler^Chrysler 300,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chrysler,Chrysler 300,,
1117817,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Pontiac^Pontiac Grand Prix,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Pontiac,Pontiac Grand Prix,,
1117814,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Mercury^Mercury Sable,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Mercury,Mercury Sable,,
1111756,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mercedes Benz^Mercedes-Benz S-Class,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mercedes Benz,Mercedes-Benz S-Class,,
1111770,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Nissan^Nissan Quest,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Nissan,Nissan Quest,,
1111795,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Sequoia,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Sequoia,,
1111686,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW 7-Series,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW 7-Series,,
1111671,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Acura^Acura RDX,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Acura,Acura RDX,,
1111791,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Highlander,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Highlander,,
786071,Lotame Demographic Hierarchy^Languages Spoken^German,Lotame Demographic Hierarchy,Languages Spoken,German,,,,,
786081,Lotame Demographic Hierarchy^Languages Spoken^Italian,Lotame Demographic Hierarchy,Languages Spoken,Italian,,,,,
1117829,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Saturn^Saturn Vue,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Saturn,Saturn Vue,,
1111627,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge^Dodge Avenger,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,Dodge Avenger,,
1111772,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Nissan^Nissan Sentra,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Nissan,Nissan Sentra,,
1111684,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW^BMW 3-Series,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,BMW 3-Series,,
1111801,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volkswagen^VW Golf,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volkswagen,VW Golf,,
1111705,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Hyundai^Hyundai Santa Fe,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Hyundai,Hyundai Santa Fe,,
1116779,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chrysler^Chrysler Sebring,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chrysler,Chrysler Sebring,,
1111598,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Cadillac^Cadillac CTS,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Cadillac,Cadillac CTS,,
838481,*Lotame Shopping & Retail^Past Purchases^Retail^Clothing Shoes & Accessories^Men,*Lotame Shopping & Retail,Past Purchases,Retail,Clothing Shoes & Accessories,Men,,,
1111787,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Avalon,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Avalon,,
1116693,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Corvette,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Corvette,,
1111609,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Impala,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Impala,,
1115859,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda Protege,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda Protege,,
1111798,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Tundra,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Tundra,,
1111707,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Hyundai^Hyundai Tucson,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Hyundai,Hyundai Tucson,,
1111730,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia^Kia Soul,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,Kia Soul,,
1111620,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Suburban,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Suburban,,
1111794,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota RAV4,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota RAV4,,
1111792,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota^Toyota Matrix,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,Toyota Matrix,,
