Node_ID,Node_Name,Arbol_1,Arbol_2,Arbol_3,Arbol_4,Arbol_5,Arbol_6,Arbol_7,Arbol_8
523648,Lotame Age Hierarchy^65+^Declared 65+^82,Lotame Age Hierarchy,65+,Declared 65+,82,,,,
677728,Lotame Data Selling Network - Location Hierarchy^Countries^South Africa,Lotame Data Selling Network - Location Hierarchy,Countries,South Africa,,,,,
3616352,Lotame Data Selling Network - Location Hierarchy^Timezones^Africa^Bissau,Lotame Data Selling Network - Location Hierarchy,Timezones,Africa,Bissau,,,,
764896,*Lotame Shopping & Retail^Purchase Intent^Health & Beauty^Personal Care^Sleeping Aids,*Lotame Shopping & Retail,Purchase Intent,Health & Beauty,Personal Care,Sleeping Aids,,,
523998,Lotame Category Hierarchy^Technographics^Browser^Safari,Lotame Category Hierarchy,Technographics,Browser,Safari,,,,
1049476,*Lotame B2B^Industry^Consumer Services,*Lotame B2B,Industry,Consumer Services,,,,,
52767,Lotame Action Hierarchy^Past Purchases,Lotame Action Hierarchy,Past Purchases,,,,,,
1049661,*Lotame B2B^Seniority^Mid-Management,*Lotame B2B,Seniority,Mid-Management,,,,,
52956,Lotame Category Hierarchy^Religion^Mormon,Lotame Category Hierarchy,Religion,Mormon,,,,,
52279,Lotame Category Hierarchy^Food & Beverages^Beverages^Non-Alcoholic Beverages,Lotame Category Hierarchy,Food & Beverages,Beverages,Non-Alcoholic Beverages,,,,
764613,"*Lotame Shopping & Retail^Purchase Intent^Food, Beverages & Tobacco^Beverages",*Lotame Shopping & Retail,Purchase Intent,"Food, Beverages & Tobacco",Beverages,,,,
52213,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing,Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,,,,
769093,*Lotame Shopping & Retail^Purchase Intent^Apparel & Accessories^Men's Apparel,*Lotame Shopping & Retail,Purchase Intent,Apparel & Accessories,Men's Apparel,,,,
204678,Lotame Category Hierarchy^Social Media^Pinterest,Lotame Category Hierarchy,Social Media,Pinterest,,,,,
525722,Lotame Action Hierarchy^Passive Actions^Connect^Pinterest,Lotame Action Hierarchy,Passive Actions,Connect,Pinterest,,,,
496686,Lotame Action Hierarchy^Influencer Actions^Shared Content^Shared to Pinterest,Lotame Action Hierarchy,Influencer Actions,Shared Content,Shared to Pinterest,,,,
52276,Lotame Category Hierarchy^Food & Beverages,Lotame Category Hierarchy,Food & Beverages,,,,,,
51613,Lotame Action Hierarchy^Influencer Actions^Uploaded Photo,Lotame Action Hierarchy,Influencer Actions,Uploaded Photo,,,,,
52316,Lotame Category Hierarchy^Food & Beverages^Recipes & Cooking,Lotame Category Hierarchy,Food & Beverages,Recipes & Cooking,,,,,
52293,Lotame Category Hierarchy^Food & Beverages^Cuisine^Mexican Cuisine,Lotame Category Hierarchy,Food & Beverages,Cuisine,Mexican Cuisine,,,,
51603,Lotame Action Hierarchy^Influencer Actions^Blogged,Lotame Action Hierarchy,Influencer Actions,Blogged,,,,,
51594,Lotame Action Hierarchy^Influencer Actions,Lotame Action Hierarchy,Influencer Actions,,,,,,
52262,Lotame Category Hierarchy^Finance^Personal Finance^Investing,Lotame Category Hierarchy,Finance,Personal Finance,Investing,,,,
525714,Lotame Action Hierarchy^Passive Actions^Connect^Facebook,Lotame Action Hierarchy,Passive Actions,Connect,Facebook,,,,
51732,Lotame Demographic Hierarchy^Vehicle Owners^Car Owners,Lotame Demographic Hierarchy,Vehicle Owners,Car Owners,,,,,
52019,Lotame Category Hierarchy^Automobiles^Automobile Types^Full-Sized Cars,Lotame Category Hierarchy,Automobiles,Automobile Types,Full-Sized Cars,,,,
782947,*Lotame Mobile^Demographics^Auto Owners^Full Size,*Lotame Mobile,Demographics,Auto Owners,Full Size,,,,
52370,Lotame Category Hierarchy^Games & Toys^Video Games^Video Game Genres^Strategy Video Games,Lotame Category Hierarchy,Games & Toys,Video Games,Video Game Genres,Strategy Video Games,,,
52349,Lotame Category Hierarchy^Games & Toys^Video Games^Video Game Genres^Adventure Video Games,Lotame Category Hierarchy,Games & Toys,Video Games,Video Game Genres,Adventure Video Games,,,
52364,Lotame Category Hierarchy^Games & Toys^Video Games^Video Game Genres^Puzzle Video Games,Lotame Category Hierarchy,Games & Toys,Video Games,Video Game Genres,Puzzle Video Games,,,
52346,Lotame Category Hierarchy^Games & Toys^Video Games^PC Games,Lotame Category Hierarchy,Games & Toys,Video Games,PC Games,,,,
4580077,Lotame Category Hierarchy^Shopping^Discount Shopping^Black Friday / Cyber Monday,Lotame Category Hierarchy,Shopping,Discount Shopping,Black Friday / Cyber Monday,,,,
4580086,Lotame Category Hierarchy^Shopping^Discount Shopping,Lotame Category Hierarchy,Shopping,Discount Shopping,,,,,
516632,Lotame Category Hierarchy^Social Media^YouTube,Lotame Category Hierarchy,Social Media,YouTube,,,,,
52099,Lotame Category Hierarchy^Careers^Seeking Employment,Lotame Category Hierarchy,Careers,Seeking Employment,,,,,
52677,Lotame Category Hierarchy^Sports & Recreation^Wrestling,Lotame Category Hierarchy,Sports & Recreation,Wrestling,,,,,
838804,*Lotame Shopping & Retail^Past Purchases^Services^Restaurants^Family Restaurants,*Lotame Shopping & Retail,Past Purchases,Services,Restaurants,Family Restaurants,,,
52191,Lotame Category Hierarchy^Relationships^Dating,Lotame Category Hierarchy,Relationships,Dating,,,,,
52586,Lotame Category Hierarchy^News^World News,Lotame Category Hierarchy,News,World News,,,,,
582796,Lotame Category Hierarchy^Entertainment,Lotame Category Hierarchy,Entertainment,,,,,,
51664,Lotame Gender Hierarchy^Female^Inferred Female,Lotame Gender Hierarchy,Female,Inferred Female,,,,,
51604,Lotame Action Hierarchy^Influencer Actions^Shared Content^Liked on Facebook,Lotame Action Hierarchy,Influencer Actions,Shared Content,Liked on Facebook,,,,
1049669,*Lotame B2B^Industry^Media & Internet,*Lotame B2B,Industry,Media & Internet,,,,,
563215,Lotame Action Hierarchy^Search^In-bound Search Engine^Google,Lotame Action Hierarchy,Search,In-bound Search Engine,Google,,,,
52385,Lotame Category Hierarchy^Government & Politics^Politics^Political Parties^Independent Party,Lotame Category Hierarchy,Government & Politics,Politics,Political Parties,Independent Party,,,
52396,Lotame Category Hierarchy^Government & Politics^Politics^Political Persuasions & Movements^Political Persuasions,Lotame Category Hierarchy,Government & Politics,Politics,Political Persuasions & Movements,Political Persuasions,,,
52390,Lotame Category Hierarchy^Government & Politics^Politics^Political Persuasions & Movements^Political Movements,Lotame Category Hierarchy,Government & Politics,Politics,Political Persuasions & Movements,Political Movements,,,
52585,Lotame Category Hierarchy^News^U.S. News,Lotame Category Hierarchy,News,U.S. News,,,,,
52582,Lotame Category Hierarchy^News,Lotame Category Hierarchy,News,,,,,,
52584,Lotame Category Hierarchy^News^Local News,Lotame Category Hierarchy,News,Local News,,,,,
52381,Lotame Category Hierarchy^Government & Politics^Politics,Lotame Category Hierarchy,Government & Politics,Politics,,,,,
52373,Lotame Category Hierarchy^Government & Politics,Lotame Category Hierarchy,Government & Politics,,,,,,
52314,Lotame Category Hierarchy^Food & Beverages^Meals and Courses^Soups & Salads,Lotame Category Hierarchy,Food & Beverages,Meals and Courses,Soups & Salads,,,,
1049646,*Lotame B2B^Company Revenue^$1-5 Million,*Lotame B2B,Company Revenue,$1-5 Million,,,,,
52383,Lotame Category Hierarchy^Government & Politics^Politics^Political Parties^Democratic Party,Lotame Category Hierarchy,Government & Politics,Politics,Political Parties,Democratic Party,,,
786097,Lotame Demographic Hierarchy^Languages Spoken^Hindi,Lotame Demographic Hierarchy,Languages Spoken,Hindi,,,,,
52665,Lotame Category Hierarchy^Sports & Recreation^Soccer,Lotame Category Hierarchy,Sports & Recreation,Soccer,,,,,
52523,Lotame Category Hierarchy^Entertainment^Music,Lotame Category Hierarchy,Entertainment,Music,,,,,
1049639,*Lotame B2B^Seniority^Board Members,*Lotame B2B,Seniority,Board Members,,,,,
52315,Lotame Category Hierarchy^Food & Beverages^Nutritional Foods,Lotame Category Hierarchy,Food & Beverages,Nutritional Foods,,,,,
52418,Lotame Category Hierarchy^Health & Medicine^Weight Management,Lotame Category Hierarchy,Health & Medicine,Weight Management,,,,,
52159,Lotame Category Hierarchy^Computers & Technology^Computer Hardware,Lotame Category Hierarchy,Computers & Technology,Computer Hardware,,,,,
52442,Lotame Category Hierarchy^Holidays & Celebrations^Holidays^Hanukkah,Lotame Category Hierarchy,Holidays & Celebrations,Holidays,Hanukkah,,,,
51653,Lotame Age Hierarchy^55-64^Inferred 55-64,Lotame Age Hierarchy,55-64,Inferred 55-64,,,,,
51650,Lotame Age Hierarchy^45-54^Inferred 45-54,Lotame Age Hierarchy,45-54,Inferred 45-54,,,,,
52678,Lotame Category Hierarchy^Entertainment^Television,Lotame Category Hierarchy,Entertainment,Television,,,,,
786105,Lotame Demographic Hierarchy^Languages Spoken^Portuguese,Lotame Demographic Hierarchy,Languages Spoken,Portuguese,,,,,
52200,Lotame Category Hierarchy^Fashion & Beauty^Clothing,Lotame Category Hierarchy,Fashion & Beauty,Clothing,,,,,
51675,Lotame Demographic Hierarchy^Ethnicity^Hispanic,Lotame Demographic Hierarchy,Ethnicity,Hispanic,,,,,
51649,Lotame Age Hierarchy^45-54^Declared 45-54,Lotame Age Hierarchy,45-54,Declared 45-54,,,,,
52758,Lotame Category Hierarchy^Travel^Business Travel,Lotame Category Hierarchy,Travel,Business Travel,,,,,
52756,Lotame Category Hierarchy^Travel,Lotame Category Hierarchy,Travel,,,,,,
786078,Lotame Demographic Hierarchy^Languages Spoken^Vietnamese,Lotame Demographic Hierarchy,Languages Spoken,Vietnamese,,,,,
52510,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Special Interest Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Special Interest Movies,,,
1049680,*Lotame B2B^Industry^Healthcare,*Lotame B2B,Industry,Healthcare,,,,,
52453,Lotame Category Hierarchy^Holidays & Celebrations^Holidays^Mother's Day,Lotame Category Hierarchy,Holidays & Celebrations,Holidays,Mother's Day,,,,
786083,Lotame Demographic Hierarchy^Languages Spoken^Russian,Lotame Demographic Hierarchy,Languages Spoken,Russian,,,,,
52612,Lotame Category Hierarchy^Sports & Recreation,Lotame Category Hierarchy,Sports & Recreation,,,,,,
52152,Lotame Category Hierarchy^Computers & Technology,Lotame Category Hierarchy,Computers & Technology,,,,,,
1049474,*Lotame B2B^Company Revenue^Less than $500K,*Lotame B2B,Company Revenue,Less than $500K,,,,,
52145,Lotame Category Hierarchy^Comedy & Humor,Lotame Category Hierarchy,Comedy & Humor,,,,,,
52752,Lotame Category Hierarchy^Entertainment^Television^Television Networks^USA TV Network,Lotame Category Hierarchy,Entertainment,Television,Television Networks,USA TV Network,,,
1049471,*Lotame B2B^Functional Area^Legal,*Lotame B2B,Functional Area,Legal,,,,,
53001,Lotame Demographic Hierarchy^Employment^Currently Employed^Functional Area (Currently Employed)^Legal (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Functional Area (Currently Employed),Legal (Currently Employed),,,
52485,Lotame Category Hierarchy^Home & Family^Pets^Dogs,Lotame Category Hierarchy,Home & Family,Pets,Dogs,,,,
51716,Lotame Demographic Hierarchy^Pet Owners^Dog Owners,Lotame Demographic Hierarchy,Pet Owners,Dog Owners,,,,,
51671,Lotame Demographic Hierarchy^Ethnicity,Lotame Demographic Hierarchy,Ethnicity,,,,,,
52195,Lotame Category Hierarchy^Fashion & Beauty^Beauty^Cosmetics,Lotame Category Hierarchy,Fashion & Beauty,Beauty,Cosmetics,,,,
52194,Lotame Category Hierarchy^Fashion & Beauty^Beauty,Lotame Category Hierarchy,Fashion & Beauty,Beauty,,,,,
52254,Lotame Category Hierarchy^Finance^Personal Finance^Insurance (Personal Finance),Lotame Category Hierarchy,Finance,Personal Finance,Insurance (Personal Finance),,,,
52255,Lotame Category Hierarchy^Finance^Personal Finance^Insurance (Personal Finance)^Automobile Insurance,Lotame Category Hierarchy,Finance,Personal Finance,Insurance (Personal Finance),Automobile Insurance,,,
1049642,*Lotame B2B^Functional Area^Finance,*Lotame B2B,Functional Area,Finance,,,,,
1049475,*Lotame B2B^Company Size^Extra-Large (5000+),*Lotame B2B,Company Size,Extra-Large (5000+),,,,,
52000,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Isuzu,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Isuzu,,,
1111680,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Audi^Audi Q5,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Audi,Audi Q5,,
52236,Lotame Category Hierarchy^Finance,Lotame Category Hierarchy,Finance,,,,,,
53033,Lotame Demographic Hierarchy^Employment^Currently Employed^Industry (Currently Employed)^Transportation (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Industry (Currently Employed),Transportation (Currently Employed),,,
1049641,*Lotame B2B^Industry^Transportation/Travel,*Lotame B2B,Industry,Transportation/Travel,,,,,
838934,*Lotame Shopping & Retail^Past Purchases^Retail^Toys Games & Hobbies^Models^Automotive^Static,*Lotame Shopping & Retail,Past Purchases,Retail,Toys Games & Hobbies,Models,Automotive,Static,
52740,Lotame Category Hierarchy^Entertainment^Television^Television Networks^MTV,Lotame Category Hierarchy,Entertainment,Television,Television Networks,MTV,,,
51973,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Non-fiction^Family Literature (Non-Fiction)",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Non-fiction,Family Literature (Non-Fiction),,
52490,Lotame Category Hierarchy^Entertainment^Movies,Lotame Category Hierarchy,Entertainment,Movies,,,,,
52583,Lotame Category Hierarchy^Entertainment^Celebrities,Lotame Category Hierarchy,Entertainment,Celebrities,,,,,
52004,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,,,
1111741,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda^Mazda CX-7,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,Mazda CX-7,,
52500,Lotame Category Hierarchy^Entertainment^Movies^Movie Genres^Drama Movies,Lotame Category Hierarchy,Entertainment,Movies,Movie Genres,Drama Movies,,,
52690,Lotame Category Hierarchy^Entertainment^Television^Television Genres^Drama Television,Lotame Category Hierarchy,Entertainment,Television,Television Genres,Drama Television,,,
52885,Lotame Demographic Hierarchy^Number of Children in Household^Development Stages of Children^Toddler,Lotame Demographic Hierarchy,Number of Children in Household,Development Stages of Children,Toddler,,,,
52884,Lotame Demographic Hierarchy^Number of Children in Household^Development Stages of Children^Infant,Lotame Demographic Hierarchy,Number of Children in Household,Development Stages of Children,Infant,,,,
52011,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,,,
1049480,*Lotame B2B^Company Ownership^Private,*Lotame B2B,Company Ownership,Private,,,,,
764589,*Lotame Shopping & Retail^Purchase Intent^Arts & Entertainment,*Lotame Shopping & Retail,Purchase Intent,Arts & Entertainment,,,,,
51709,Lotame Demographic Hierarchy^Number of Children in Household^Number of Children^No Children,Lotame Demographic Hierarchy,Number of Children in Household,Number of Children,No Children,,,,
335728,Lotame Demographic Hierarchy^People In Household^2,Lotame Demographic Hierarchy,People In Household,2,,,,,
764910,*Lotame Shopping & Retail^Purchase Intent^Electronics^Electronics Accessories,*Lotame Shopping & Retail,Purchase Intent,Electronics,Electronics Accessories,,,,
52141,Lotame Category Hierarchy^Careers^Seeking Employment^Industry (Seeking Employment)^Retail (Seeking Employment),Lotame Category Hierarchy,Careers,Seeking Employment,Industry (Seeking Employment),Retail (Seeking Employment),,,
1049477,*Lotame B2B^Industry^Retail,*Lotame B2B,Industry,Retail,,,,,
52423,Lotame Category Hierarchy^Holidays & Celebrations^Celebrations,Lotame Category Hierarchy,Holidays & Celebrations,Celebrations,,,,,
1049470,*Lotame B2B^Functional Area,*Lotame B2B,Functional Area,,,,,,
51662,Lotame Gender Hierarchy^Female,Lotame Gender Hierarchy,Female,,,,,,
52411,Lotame Category Hierarchy^Health & Medicine^Nutrition,Lotame Category Hierarchy,Health & Medicine,Nutrition,,,,,
52635,Lotame Category Hierarchy^Sports & Recreation^Football^National Football League,Lotame Category Hierarchy,Sports & Recreation,Football,National Football League,,,,
764927,*Lotame Shopping & Retail^Purchase Intent^Apparel & Accessories^Men's Apparel^Men's Shoes^Dress Shoes,*Lotame Shopping & Retail,Purchase Intent,Apparel & Accessories,Men's Apparel,Men's Shoes,Dress Shoes,,
52762,Lotame Category Hierarchy^Travel^Hotels & Resorts,Lotame Category Hierarchy,Travel,Hotels & Resorts,,,,,
1049658,*Lotame B2B^Functional Area^Education,*Lotame B2B,Functional Area,Education,,,,,
5139196,Lotame Category Hierarchy^Technographics^Platform^Mobile^Mobile Web,Lotame Category Hierarchy,Technographics,Platform,Mobile,Mobile Web,,,
52013,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,,,
52766,Lotame Category Hierarchy^Travel^Vacation travel^International Travel (Vacation),Lotame Category Hierarchy,Travel,Vacation travel,International Travel (Vacation),,,,
52400,Lotame Category Hierarchy^Health & Medicine,Lotame Category Hierarchy,Health & Medicine,,,,,,
52628,Lotame Category Hierarchy^Sports & Recreation^Equestrian Sports,Lotame Category Hierarchy,Sports & Recreation,Equestrian Sports,,,,,
52629,Lotame Category Hierarchy^Sports & Recreation^Extreme Sports,Lotame Category Hierarchy,Sports & Recreation,Extreme Sports,,,,,
51639,Lotame Age Hierarchy^18-24,Lotame Age Hierarchy,18-24,,,,,,
1049652,*Lotame B2B^Decision Makers^Sales and Marketing Decision Makers,*Lotame B2B,Decision Makers,Sales and Marketing Decision Makers,,,,,
52964,Lotame Category Hierarchy^Religion^Christianity^Catholicism,Lotame Category Hierarchy,Religion,Christianity,Catholicism,,,,
206132,Lotame Category Hierarchy^Automobiles^Automobile Types^Crossovers,Lotame Category Hierarchy,Automobiles,Automobile Types,Crossovers,,,,
52022,Lotame Category Hierarchy^Automobiles^Automobile Types^Mid-Sized Cars,Lotame Category Hierarchy,Automobiles,Automobile Types,Mid-Sized Cars,,,,
523660,Lotame Age Hierarchy^65+^Declared 65+^94,Lotame Age Hierarchy,65+,Declared 65+,94,,,,
1111802,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volkswagen^VW Jetta,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volkswagen,VW Jetta,,
523584,Lotame Age Hierarchy^18-24^Declared 18-24^18,Lotame Age Hierarchy,18-24,Declared 18-24,18,,,,
52193,Lotame Category Hierarchy^Fashion & Beauty,Lotame Category Hierarchy,Fashion & Beauty,,,,,,
764555,*Lotame Shopping & Retail^Purchase Intent^Apparel & Accessories,*Lotame Shopping & Retail,Purchase Intent,Apparel & Accessories,,,,,
838480,*Lotame Shopping & Retail^Past Purchases^Retail^Clothing Shoes & Accessories,*Lotame Shopping & Retail,Past Purchases,Retail,Clothing Shoes & Accessories,,,,
52005,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mercedes Benz,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mercedes Benz,,,
1111605,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet^Chevy Cruze,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,Chevy Cruze,,
1049649,*Lotame B2B^Functional Area^Operations,*Lotame B2B,Functional Area,Operations,,,,,
52468,Lotame Category Hierarchy^Holidays & Celebrations^Holidays^Thanksgiving Day,Lotame Category Hierarchy,Holidays & Celebrations,Holidays,Thanksgiving Day,,,,
52761,Lotame Category Hierarchy^Travel^Cruises,Lotame Category Hierarchy,Travel,Cruises,,,,,
53011,Lotame Demographic Hierarchy^Employment^Currently Employed^Functional Area (Currently Employed)^Scientist (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Functional Area (Currently Employed),Scientist (Currently Employed),,,
51904,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,,,,
52034,Lotame Category Hierarchy^Business^Creative Business,Lotame Category Hierarchy,Business,Creative Business,,,,,
523612,Lotame Age Hierarchy^45-54^Declared 45-54^46,Lotame Age Hierarchy,45-54,Declared 45-54,46,,,,
1111656,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^GMC^GMC Sierra,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,GMC,GMC Sierra,,
523666,Lotame Age Hierarchy^65+^Declared 65+^100,Lotame Age Hierarchy,65+,Declared 65+,100,,,,
52834,Lotame Demographic Hierarchy^Finance^Level of Credit^Excellent Credit,Lotame Demographic Hierarchy,Finance,Level of Credit,Excellent Credit,,,,
1049459,*Lotame B2B^Industry^Construction,*Lotame B2B,Industry,Construction,,,,,
53017,Lotame Demographic Hierarchy^Employment^Currently Employed^Industry (Currently Employed)^Education (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Industry (Currently Employed),Education (Currently Employed),,,
52129,Lotame Category Hierarchy^Careers^Seeking Employment^Industry (Seeking Employment)^Education (Seeking Employment),Lotame Category Hierarchy,Careers,Seeking Employment,Industry (Seeking Employment),Education (Seeking Employment),,,
52969,Lotame Category Hierarchy^Social Media,Lotame Category Hierarchy,Social Media,,,,,,
1049650,*Lotame B2B^Functional Area^Engineering/Technical,*Lotame B2B,Functional Area,Engineering/Technical,,,,,
1049664,*Lotame B2B^Industry^Finance,*Lotame B2B,Industry,Finance,,,,,
52474,Lotame Category Hierarchy^Home & Family,Lotame Category Hierarchy,Home & Family,,,,,,
51948,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Drawing^Illustration Drawing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Drawing,Illustration Drawing,,,
51947,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Drawing^Cartoon Drawing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Drawing,Cartoon Drawing,,,
52164,Lotame Category Hierarchy^Computers & Technology^Computer Networking,Lotame Category Hierarchy,Computers & Technology,Computer Networking,,,,,
1049473,*Lotame B2B^Functional Area^Sales,*Lotame B2B,Functional Area,Sales,,,,,
52724,Lotame Category Hierarchy^Entertainment^Television^Television Networks^Discovery Channel,Lotame Category Hierarchy,Entertainment,Television,Television Networks,Discovery Channel,,,
52636,Lotame Category Hierarchy^Sports & Recreation^Golf,Lotame Category Hierarchy,Sports & Recreation,Golf,,,,,
1049633,*Lotame B2B^Functional Area^Medical/Health,*Lotame B2B,Functional Area,Medical/Health,,,,,
1049668,*Lotame B2B^Functional Area^Scientists,*Lotame B2B,Functional Area,Scientists,,,,,
1049654,*Lotame B2B^Functional Area^HR,*Lotame B2B,Functional Area,HR,,,,,
53005,Lotame Demographic Hierarchy^Employment^Currently Employed^Functional Area (Currently Employed)^Operations (Currently Employed),Lotame Demographic Hierarchy,Employment,Currently Employed,Functional Area (Currently Employed),Operations (Currently Employed),,,
1049663,*Lotame B2B^Functional Area^Religious,*Lotame B2B,Functional Area,Religious,,,,,
52593,Lotame Category Hierarchy^School & Education,Lotame Category Hierarchy,School & Education,,,,,,
1049679,*Lotame B2B^Functional Area^Information Technology,*Lotame B2B,Functional Area,Information Technology,,,,,
1049454,*Lotame B2B^Decision Makers,*Lotame B2B,Decision Makers,,,,,,
52713,Lotame Category Hierarchy^Entertainment^Television^Television Networks^ABC,Lotame Category Hierarchy,Entertainment,Television,Television Networks,ABC,,,
51995,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Audi,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Audi,,,
1049659,*Lotame B2B^Industry^Government,*Lotame B2B,Industry,Government,,,,,
1049670,*Lotame B2B^Industry^Hospitality/Hotels,*Lotame B2B,Industry,Hospitality/Hotels,,,,,
52165,Lotame Category Hierarchy^Computers & Technology^Computer Software,Lotame Category Hierarchy,Computers & Technology,Computer Software,,,,,
1049677,*Lotame B2B^Functional Area^Marketing,*Lotame B2B,Functional Area,Marketing,,,,,
1049676,*Lotame B2B^Industry^Insurance,*Lotame B2B,Industry,Insurance,,,,,
1049481,*Lotame B2B^Company Size^Small (1-49),*Lotame B2B,Company Size,Small (1-49),,,,,
51659,Lotame Gender Hierarchy^Male,Lotame Gender Hierarchy,Male,,,,,,
1049631,*Lotame B2B^Specialty^Small Businesses,*Lotame B2B,Specialty,Small Businesses,,,,,
1049644,*Lotame B2B^Seniority^Executives,*Lotame B2B,Seniority,Executives,,,,,
204467,Lotame Category Hierarchy^Social Media^Twitter,Lotame Category Hierarchy,Social Media,Twitter,,,,,
204676,Lotame Category Hierarchy^Social Media^Linkedin,Lotame Category Hierarchy,Social Media,Linkedin,,,,,
204466,Lotame Category Hierarchy^Social Media^Facebook,Lotame Category Hierarchy,Social Media,Facebook,,,,,
52413,Lotame Category Hierarchy^Health & Medicine^Physical Fitness,Lotame Category Hierarchy,Health & Medicine,Physical Fitness,,,,,
886822,Lotame Demographic Hierarchy^Expecting Mothers,Lotame Demographic Hierarchy,Expecting Mothers,,,,,,
51720,Lotame Demographic Hierarchy^Relationship Status^Engaged,Lotame Demographic Hierarchy,Relationship Status,Engaged,,,,,
52849,Lotame Demographic Hierarchy^Home Ownership^Home Value^Home Value $750k+,Lotame Demographic Hierarchy,Home Ownership,Home Value,Home Value $750k+,,,,
52946,Lotame Category Hierarchy^Religion,Lotame Category Hierarchy,Religion,,,,,,
52228,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Women's Clothing^Accessories (Women's Clothing)^Jewlery (Women's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Women's Clothing,Accessories (Women's Clothing),Jewlery (Women's Clothing),,
52217,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Men's Clothing^Accessories (Men's Clothing)^Jewlery (Men's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Men's Clothing,Accessories (Men's Clothing),Jewlery (Men's Clothing),,
52205,Lotame Category Hierarchy^Fashion & Beauty^Clothing^Children's Clothing^Accessories (Children's Clothing)^Jewlery (Children's Clothing),Lotame Category Hierarchy,Fashion & Beauty,Clothing,Children's Clothing,Accessories (Children's Clothing),Jewlery (Children's Clothing),,
52317,Lotame Category Hierarchy^Food & Beverages^Restaurants,Lotame Category Hierarchy,Food & Beverages,Restaurants,,,,,
52275,Lotame Category Hierarchy^Finance^Personal Finance^Taxes (Personal Finance),Lotame Category Hierarchy,Finance,Personal Finance,Taxes (Personal Finance),,,,
178630,Lotame Category Hierarchy^Home & Family^Elder Care,Lotame Category Hierarchy,Home & Family,Elder Care,,,,,
52482,Lotame Category Hierarchy^Home & Family^Pets,Lotame Category Hierarchy,Home & Family,Pets,,,,,
52566,Lotame Category Hierarchy^Nature & Environment^Animals,Lotame Category Hierarchy,Nature & Environment,Animals,,,,,
52297,Lotame Category Hierarchy^Food & Beverages^Cuisine^Vegan Cuisine,Lotame Category Hierarchy,Food & Beverages,Cuisine,Vegan Cuisine,,,,
52301,Lotame Category Hierarchy^Food & Beverages^Dietary Restrictions^Gluten-Free,Lotame Category Hierarchy,Food & Beverages,Dietary Restrictions,Gluten-Free,,,,
