Node_ID,Node_Name,Arbol_1,Arbol_2,Arbol_3,Arbol_4,Arbol_5,Arbol_6,Arbol_7,Arbol_8,ShortName_General,ShortName_Specific,NEWID
51978,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Religious Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Religious Literature,,,,,Literature,Religious Literature,51970
51977,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Magazines",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Magazines,,,,,Literature,Magazines,51970
51975,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Comic Book/Strips",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Comic Book/Strips,,,,,Literature,Comic Book/Strips,51970
51974,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Non[^]fiction^History Literature (Non-Fiction)",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Non-fiction,History Literature (Non-Fiction),,,Literature,Non-fiction,51970
51973,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Non[^]fiction^Family Literature (Non-Fiction)",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Non-fiction,Family Literature (Non-Fiction),,,Literature,Non-fiction,51970
51972,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Non[^]fiction^Biography Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Non-fiction,Biography Literature,,,Literature,Non-fiction,51970
51971,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Non[^]fiction^Autobiography Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Non-fiction,Autobiography Literature,,,Literature,Non-fiction,51970
51970,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Non[^]fiction",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Non-fiction,,,,Literature,Non-fiction,51970
51969,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Science Fiction Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Science Fiction Literature,,,Literature,Fiction,51958
51968,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Romance Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Romance Literature,,,Literature,Fiction,51958
51967,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Poetry Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Poetry Literature,,,Literature,Fiction,51958
51966,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Mystery Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Mystery Literature,,,Literature,Fiction,51958
51965,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Horror Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Horror Literature,,,Literature,Fiction,51958
51964,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^History Literature (Fiction)",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,History Literature (Fiction),,,Literature,Fiction,51958
51963,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Fantasy Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Fantasy Literature,,,Literature,Fiction,51958
51962,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Family Literature (Fiction)",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Family Literature (Fiction),,,Literature,Fiction,51958
51961,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Fables Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Fables Literature,,,Literature,Fiction,51958
51960,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Drama Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Drama Literature,,,Literature,Fiction,51958
51959,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction^Comedy Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,Comedy Literature,,,Literature,Fiction,51958
51958,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books^Fiction",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,Fiction,,,,Literature,Fiction,51958
51957,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature^Books",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,Books,,,,,Literature,Literature,51957
51956,"Lotame Category Hierarchy^Arts, Culture & Literature^Literature",Lotame Category Hierarchy,"Arts, Culture & Literature",Literature,,,,,,Literature,Literature,51956
51955,"Lotame Category Hierarchy^Arts, Culture & Literature^Culture",Lotame Category Hierarchy,"Arts, Culture & Literature",Culture,,,,,,Culture,Culture,51955
51954,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Theater",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Theater,,,,,Art,Theater,51954
51953,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Sculpture",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Sculpture,,,,,Art,Sculpture,51953
51952,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Printmaking",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Printmaking,,,,,Art,Printmaking,51952
51951,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Photography",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Photography,,,,,Art,Photography,51951
51950,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Painting",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Painting,,,,,Art,Painting,51950
51949,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Mixed Media Art",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Mixed Media Art,,,,,Art,Mixed Media Art,51949
51948,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Drawing^Illustration Drawing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Drawing,Illustration Drawing,,,,Art,Drawing,51945
51947,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Drawing^Cartoon Drawing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Drawing,Cartoon Drawing,,,,Art,Drawing,51945
51946,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Drawing^Anime Drawing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Drawing,Anime Drawing,,,,Art,Drawing,51945
51945,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Drawing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Drawing,,,,,Art,Drawing,51945
51944,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Digital art",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Digital art,,,,,Art,Digital art,51944
51943,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Interior design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Interior design,,,,Art,Design,51936
51942,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Industrial design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Industrial design,,,,Art,Design,51936
51941,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Graphic design^Web design^Skin Design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Graphic design,Web design,Skin Design,,Art,Design,51936
51940,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Graphic design^Web design^Icon Design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Graphic design,Web design,Icon Design,,Art,Design,51936
51939,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Graphic design^Web design^Desktop Wallpaper Design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Graphic design,Web design,Desktop Wallpaper Design,,Art,Design,51936
51938,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Graphic design^Web design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Graphic design,Web design,,,Art,Design,51936
51937,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design^Graphic design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,Graphic design,,,,Art,Design,51936
51936,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Design",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Design,,,,,Art,Design,51936
51935,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Waltz Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Waltz Dance,,,,Art,Dance,51914
51934,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Tap Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Tap Dance,,,,Art,Dance,51914
51933,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Tango Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Tango Dance,,,,Art,Dance,51914
51932,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Sun dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Sun dance,,,,Art,Dance,51914
51931,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Snake dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Snake dance,,,,Art,Dance,51914
51930,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Round Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Round Dance,,,,Art,Dance,51914
51929,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Rock & Roll Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Rock & Roll Dance,,,,Art,Dance,51914
51928,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Modern dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Modern dance,,,,Art,Dance,51914
51927,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Minuet Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Minuet Dance,,,,Art,Dance,51914
51926,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Jitterbug Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Jitterbug Dance,,,,Art,Dance,51914
51925,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Hula Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Hula Dance,,,,Art,Dance,51914
51924,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Grass dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Grass dance,,,,Art,Dance,51914
51923,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Ghost dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Ghost dance,,,,Art,Dance,51914
51922,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Folk Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Folk Dance,,,,Art,Dance,51914
51921,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Dragon dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Dragon dance,,,,Art,Dance,51914
51920,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Choreography",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Choreography,,,,Art,Dance,51914
51919,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Charleston Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Charleston Dance,,,,Art,Dance,51914
51918,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Cakewalks Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Cakewalks Dance,,,,Art,Dance,51914
51917,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Belly dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Belly dance,,,,Art,Dance,51914
51916,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Ballroom Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Ballroom Dance,,,,Art,Dance,51914
51915,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance^Ballet Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,Ballet Dance,,,,Art,Dance,51914
51914,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Dance",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Dance,,,,,Art,Dance,51914
51913,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Woodworking",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Woodworking,,,,Art,Crafts & Hobbies,51901
51912,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Sewing",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Sewing,,,,Art,Crafts & Hobbies,51901
51911,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Scrapbooking",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Scrapbooking,,,,Art,Crafts & Hobbies,51901
51910,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Quilting",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Quilting,,,,Art,Crafts & Hobbies,51901
51909,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Knitting",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Knitting,,,,Art,Crafts & Hobbies,51901
51908,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Do It Yourself",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Do It Yourself,,,,Art,Crafts & Hobbies,51901
51907,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Crafting",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Crafting,,,,Art,Crafts & Hobbies,51901
51906,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Collecting",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Collecting,,,,Art,Crafts & Hobbies,51901
51905,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies^Antiques",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,Antiques,,,,Art,Crafts & Hobbies,51901
51904,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Crafts & Hobbies",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Crafts & Hobbies,,,,,Art,Crafts & Hobbies,51901
51903,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Art Techniques",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Art Techniques,,,,,Art,Art Techniques,51901
51902,"Lotame Category Hierarchy^Arts, Culture & Literature^Art^Architecture",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,Architecture,,,,,Art,Architecture,51901
51901,"Lotame Category Hierarchy^Arts, Culture & Literature^Art",Lotame Category Hierarchy,"Arts, Culture & Literature",Art,,,,,,Art,Art,51901
52028,Lotame Category Hierarchy^Automobiles^Automobile Types^Vans & Minivans,Lotame Category Hierarchy,Automobiles,Automobile Types,Vans & Minivans,,,,,Automobiles,Vans & Minivans,51981
52027,Lotame Category Hierarchy^Automobiles^Automobile Types^Trucks,Lotame Category Hierarchy,Automobiles,Automobile Types,Trucks,,,,,Automobiles,Trucks,51981
52026,Lotame Category Hierarchy^Automobiles^Automobile Types^Sports Cars,Lotame Category Hierarchy,Automobiles,Automobile Types,Sports Cars,,,,,Automobiles,Sports Cars,51981
52025,Lotame Category Hierarchy^Automobiles^Automobile Types^Sport Utility Vehicles,Lotame Category Hierarchy,Automobiles,Automobile Types,Sport Utility Vehicles,,,,,Automobiles,Sport Utility Vehicles,51981
52024,Lotame Category Hierarchy^Automobiles^Automobile Types^Sedans,Lotame Category Hierarchy,Automobiles,Automobile Types,Sedans,,,,,Automobiles,Sedans,51981
52023,Lotame Category Hierarchy^Automobiles^Automobile Types^Motorcycles,Lotame Category Hierarchy,Automobiles,Automobile Types,Motorcycles,,,,,Automobiles,Motorcycles,51981
52022,Lotame Category Hierarchy^Automobiles^Automobile Types^Mid[^]Sized Cars,Lotame Category Hierarchy,Automobiles,Automobile Types,Mid-Sized Cars,,,,,Automobiles,Mid-Sized Cars,51981
52021,Lotame Category Hierarchy^Automobiles^Automobile Types^Luxury Vehicles,Lotame Category Hierarchy,Automobiles,Automobile Types,Luxury Vehicles,,,,,Automobiles,Luxury Vehicles,51981
52020,Lotame Category Hierarchy^Automobiles^Automobile Types^Hybrids,Lotame Category Hierarchy,Automobiles,Automobile Types,Hybrids,,,,,Automobiles,Hybrids,51981
52019,Lotame Category Hierarchy^Automobiles^Automobile Types^Full[^]Sized Cars,Lotame Category Hierarchy,Automobiles,Automobile Types,Full-Sized Cars,,,,,Automobiles,Full-Sized Cars,51981
52018,Lotame Category Hierarchy^Automobiles^Automobile Types^Coupes,Lotame Category Hierarchy,Automobiles,Automobile Types,Coupes,,,,,Automobiles,Coupes,51981
52017,Lotame Category Hierarchy^Automobiles^Automobile Types^Convertibles,Lotame Category Hierarchy,Automobiles,Automobile Types,Convertibles,,,,,Automobiles,Convertibles,51981
52016,Lotame Category Hierarchy^Automobiles^Automobile Types^Compact Cars,Lotame Category Hierarchy,Automobiles,Automobile Types,Compact Cars,,,,,Automobiles,Compact Cars,51981
52015,Lotame Category Hierarchy^Automobiles^Automobile Types^Classic Vehicles,Lotame Category Hierarchy,Automobiles,Automobile Types,Classic Vehicles,,,,,Automobiles,Classic Vehicles,51981
52013,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volvo,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volvo,,,,Automobiles,Volvo,51981
52012,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Volkswagen,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Volkswagen,,,,Automobiles,Volkswagen,51981
52011,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Toyota,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Toyota,,,,Automobiles,Toyota,51981
52010,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Suzuki,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Suzuki,,,,Automobiles,Suzuki,51981
52009,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Subaru,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Subaru,,,,Automobiles,Subaru,51981
52008,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Saab,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Saab,,,,Automobiles,Saab,51981
52007,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Nissan,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Nissan,,,,Automobiles,Nissan,51981
52006,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mitsubishi,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mitsubishi,,,,Automobiles,Mitsubishi,51981
52005,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mercedes Benz,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mercedes Benz,,,,Automobiles,Mercedes Benz,51981
52004,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Mazda,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Mazda,,,,Automobiles,Mazda,51981
52003,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Land Rover,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Land Rover,,,,Automobiles,Land Rover,51981
52002,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Kia,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Kia,,,,Automobiles,Kia,51981
52001,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Jaguar,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Jaguar,,,,Automobiles,Jaguar,51981
52000,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Isuzu,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Isuzu,,,,Automobiles,Isuzu,51981
51999,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Infiniti,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Infiniti,,,,Automobiles,Infiniti,51981
51998,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Hyundai,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Hyundai,,,,Automobiles,Hyundai,51981
51997,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Honda,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Honda,,,,Automobiles,Honda,51981
51996,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^BMW,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,BMW,,,,Automobiles,BMW,51981
51995,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Audi,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Audi,,,,Automobiles,Audi,51981
51994,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands^Acura,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,Acura,,,,Automobiles,Acura,51981
51993,Lotame Category Hierarchy^Automobiles^Automobile Brands^Foreign Auto Brands,Lotame Category Hierarchy,Automobiles,Automobile Brands,Foreign Auto Brands,,,,,Automobiles,Automobiles,51981
51992,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Pontiac,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Pontiac,,,,Automobiles,Pontiac,51981
51991,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Mercury,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Mercury,,,,Automobiles,Mercury,51981
51990,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Lincoln,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Lincoln,,,,Automobiles,Lincoln,51981
51989,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Jeep,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Jeep,,,,Automobiles,Jeep,51981
51988,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^GMC,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,GMC,,,,Automobiles,GMC,51981
51987,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Ford,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Ford,,,,Automobiles,Ford,51981
51986,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Dodge,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Dodge,,,,Automobiles,Dodge,51981
51985,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chrysler,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chrysler,,,,Automobiles,Chrysler,51981
51984,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Chevrolet,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Chevrolet,,,,Automobiles,Chevrolet,51981
51983,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Cadillac,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Cadillac,,,,Automobiles,Cadillac,51981
51982,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands^Buick,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,Buick,,,,Automobiles,Buick,51981
51981,Lotame Category Hierarchy^Automobiles^Automobile Brands^Domestic Auto Brands,Lotame Category Hierarchy,Automobiles,Automobile Brands,Domestic Auto Brands,,,,,Automobiles,Domestic Auto Brands,51981
51980,Lotame Category Hierarchy^Automobiles^Automobile Brands,Lotame Category Hierarchy,Automobiles,Automobile Brands,,,,,,Automobiles,Automobiles,51980
51979,Lotame Category Hierarchy^Automobiles,Lotame Category Hierarchy,Automobiles,,,,,,,Automobiles,Automobiles,51979
178629,Lotame Category Hierarchy^Business^Automotive Repair Business,Lotame Category Hierarchy,Business,Automotive Repair Business,,,,,,Business,Automotive Repair Business,178629
178628,Lotame Category Hierarchy^Business^Package Delivery Business,Lotame Category Hierarchy,Business,Package Delivery Business,,,,,,Business,Package Delivery Business,178628
178627,Lotame Category Hierarchy^Business^Non[^]Profit Business,Lotame Category Hierarchy,Business,Non-Profit Business,,,,,,Business,Non-Profit Business,178627
178626,Lotame Category Hierarchy^Business^Government Business,Lotame Category Hierarchy,Business,Government Business,,,,,,Business,Business ,178626
178202,Lotame Category Hierarchy^Business^Manufacturing Business,Lotame Category Hierarchy,Business,Manufacturing Business,,,,,,Business,Manufacturing Business,178202
178201,Lotame Category Hierarchy^Business^Building & Construction Business,Lotame Category Hierarchy,Business,Building & Construction Business,,,,,,Business,Building & Construction Business,178201
52050,Lotame Category Hierarchy^Business^Staffing And Recruiting Business,Lotame Category Hierarchy,Business,Staffing And Recruiting Business,,,,,,Business,Business,52029
52049,Lotame Category Hierarchy^Business^Small Business (Business),Lotame Category Hierarchy,Business,Small Business (Business),,,,,,Business,Business,52029
52048,Lotame Category Hierarchy^Business^Scientist (Business),Lotame Category Hierarchy,Business,Scientist (Business),,,,,,Business,Business,52029
52047,Lotame Category Hierarchy^Business^Sales Business,Lotame Category Hierarchy,Business,Sales Business,,,,,,Business,Business,52029
52046,Lotame Category Hierarchy^Business^Public Relations Business,Lotame Category Hierarchy,Business,Public Relations Business,,,,,,Business,Business,52029
52045,Lotame Category Hierarchy^Business^Product Business,Lotame Category Hierarchy,Business,Product Business,,,,,,Business,Business,52029
52044,Lotame Category Hierarchy^Business^Other Business,Lotame Category Hierarchy,Business,Other Business,,,,,,Business,Business,52029
52043,Lotame Category Hierarchy^Business^Operations Business,Lotame Category Hierarchy,Business,Operations Business,,,,,,Business,Business,52029
52042,Lotame Category Hierarchy^Business^Nurse Business,Lotame Category Hierarchy,Business,Nurse Business,,,,,,Business,Business,52029
52041,Lotame Category Hierarchy^Business^Medical & Health Business,Lotame Category Hierarchy,Business,Medical & Health Business,,,,,,Business,Business,52029
52040,Lotame Category Hierarchy^Business^Legal Business,Lotame Category Hierarchy,Business,Legal Business,,,,,,Business,Business,52029
52039,Lotame Category Hierarchy^Business^Information Technology Business,Lotame Category Hierarchy,Business,Information Technology Business,,,,,,Business,Business,52029
